	sentiment	content
28754	fun	 me and that person have something in common then lol jk 
28755	fun	 its because we run on cpt
28756	worry	ok peeps im not crazy i was twittering 2 someone but had no idea how 2 direct msg from my cell blonde moment
28757	fun	big ups sister 1 for calling in too
28758	love	 hey mate fancy finden you on hea
28761	neutral	out with bre jimmy and jon p
28764	fun	less than 24 hrs until graduation going out tonight to celebrate
28766	worry	 omg thats really good i want to see the photos have a nice day
28768	love	 aww how cute  i like that song a lot
28769	surprise	dan and alli are here  they suprised me
28770	worry	 i really dont want to send it over this site its kinds private 
28771	fun	star trek rocked  it was way better than i expected
28774	fun	going to another birthday party tonite
28775	neutral	just got back from baby sitting  it went well 
28776	worry	recovering from my crazy family  i love them but they aint got it all   i only see em a couple of times a year so i guess i can deal 
28778	fun	i cooked breakfast for my mom  happy
28781	worry	i gots a summer job
28782	neutral	  make sure ur plantin next to the water in the soil
28785	surprise	 were you able to watch it online  i hope you were  and yeah belinda jensen was really good
28788	fun	only six hours left of being 15
28792	fun	eatin nachos watchin the game   all i gotta say is lebron is a beast   do anybody feel me 
28793	worry	 aw sorry e   i hope it looks up for you lame ear and theres always next year crap  lamer ear  fail  uhh love ya e
28795	fun	lol  my moms present cost 69 dollars 
28796	love	 so then fuckin awesome super sexy stud muffin beast hows that sound to you 
28798	surprise	  last night was the best one so far i think  except we didnt see him throw his equipment at the car
28802	surprise	trying to decide what to do tonight  study chem or write the night away  the nights still young perhaps ill do both
28803	love	is still sick  but still loves revenge and the possibility of more revenge to come
28807	neutral	 your cave does it have an espresso machine
28809	neutral	 oh i dont really have much of an opinion on her either way  its just a night to rip everything 
28810	neutral	tv time  see yall later xoxo
28811	fun	im feeling better now that i have something in my tummy
28813	worry	 son wtf she just bit holes in the damn bread who does that why has god forsaken me why
28814	neutral	 pfft cydia apps ftw code on the phone make reload springboard
28815	neutral	 it makes me happy to hear a girl talk or tweet about the nba  but  could you give my nuggets some love
28816	worry	 hugs me not sad really me just messing
28819	neutral	 pad thai is my favourite
28820	sadness	 i could have i had extra tickets  plus we had two twitter giveaways  well get you next time 
28821	fun	relaxing after a busy week and a tedious saturday      
28825	neutral	 the terminal was my kind of movie  well anything with airplanes amp hot chicks in it is my kinda movie
28826	worry	 can you play i wish by jordan knight
28829	surprise	 yr very young looking dude
28830	love	 i hope for a speedy recovery for you
28831	fun	 well im trying to get rid of a lot of my stuff   you could come over and pillage 
28833	fun	 just left you a message hope you get it
28835	fun	definitely ready for a plate of pancakes 
28836	fun	me amp kelly share the same last name wouldnt that be sweet if we were related  
28838	fun	phew  made it thru the return of babysitting
28840	neutral	back in wayland  its good to be home
28841	sadness	at the apartment nothin to do a little hungry   fim
28843	love	happy mothers day to all the mums
28844	love	in a really good mood for absolutely no reason  tee her
28845	worry	happy mothers day to all the mothers out there
28846	surprise	gasp 10 followers i feel almost famous  i used to think i would be famous when i grew up one day lol  oh well cheers to norm peeps
28851	fun	had a nice pre mothers day dinner out  now a cocktail before retiring for the evening
28853	worry	 they better not be out when i get there   i need my fix
28854	worry	rewarding myself with dinner at american dream pizza on the rooftop terrace  perfection  got 7 pages done on the prospectus
28855	fun	scratch that  now were watching marley and me  thinking i could stay awake better for this one 
28856	love	 hugs  im sure they will
28857	worry	 yeah i checked it pretty nice site
28859	love	happy mothers day to mommy
28866	love	love story on loop for the past 30 minutes  i love this song  it makes me happy like this
28867	fun	glad to see  and more red bull air racers here keeping us in the loop
28868	fun	 you dont need my physical presence you have my energy already
28872	neutral	 thanks for that am now following them love good causes
28875	neutral	 ah but youre already on my list
28876	fun	 think yourself lucky  i also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill
28878	surprise	 no sir they did not i was amazed when i woke up this morning 
28879	neutral	 thanks for the answer  i had been wondering the whole week
28882	fun	ok we found our way now  i think  tonight lets just let go its dance time
28884	love	uh happy mothers day mum 
28886	fun	everyone follow  and   they are amazing
28887	worry	tomorrows mothers day  i need to get all my crap together soon  noor left it was fun  its been nine months
28888	sadness	 i am 28 and i still havent been to a club  lots of bars though  i dont think im missing much
28889	sadness	nanay cried after reading the card i gave her  hugged her and next thing i knew i was crying too haha were such cry babies  love her 
28892	worry	 the problem is superstars always deliver huge files too much energy pixels
28894	neutral	 are u planning on doing cardio for 1 5 hrs if so thats very reasonable  whatcha do last night
28895	surprise	 plus look at all the orbs you either have ghosts or you need to clean the mirror
28896	fun	going to see star trak expecting noting but amazing
28898	fun	night of the cookers with my dad
28899	fun	 makes me wish i had dogs instead of cats
28900	love	alexander ovechkin is definitely my new favorite nhl player
28901	surprise	  being a fan is certainly not about being attractive  but if you like the pink to each their own  canucks
28903	fun	and were off  to ot  exciting game like always
28904	fun	 why thank you  u out tonight
28907	neutral	it feels good to be good at something
28912	fun	at the reception eating some nasty ass pasta woot but other than that its beautiful
28916	worry	 my dad told me music that has the power to heal the soul  sure is true of yours
28919	neutral	about to head to the strand goodnight
28923	neutral	holy crap i am exhausted resting up so i can go see wolverine later
28924	fun	fun at the water park then dinner at the rainforest cafe all free then party tonight  pretty good saturday i think 
28927	neutral	taking in the local art
28929	sadness	 on a saturday not so cool friend  same job  different position let me know when your in town again miss u
28930	fun	 thats awesome dude yay for surprise celebrities  i got to meet him a few years ago he was soooo friendly 
28931	worry	a painter paints pictures on canvas   but musicians paint their pictures on silence  leopold stokowski
28933	fun	home for the night to hang out with my mom and study
28934	fun	nothing beats spending an evening with my mom
28937	fun	healthy wishes  i may just start saying that 
28940	sadness	im feelin rite  the mood flor twitter after dark 
28942	worry	 no thats not right  i remember now   you were in a fearless tweet  we were both seen as fearless 
28943	neutral	 do you have any idea when the not so patient fans will see some teaser pics of you all in costume
28945	fun	 not having your lights on concerns me lol stay safe
28948	fun	 was fun meeting u today thanks for all the doodles on the goodies i got hope u have a super time in to amp visit again soon
28949	fun	 haha you didnt do anything wrong 
28950	surprise	headin 2 chilis mr  presidentes callin my name then 2 the ice house
28951	sadness	 especially if youre with a vampire
28952	neutral	what are some good places to eat in los angeles want to try something different today
28953	love	finished proofing the wedding from march   now just waiting for export and upload before i can share  still have 2 more sessions to do
28957	worry	 are they abusing your service manual follower management is a pain  i love the style 
28959	love	 haha one of the many reasons i love you
28960	fun	 the photos are amazing what a great subject amp way to get people educated about darfur hugs u are an inspiring woman
28961	love	do you know what i have a good little life and i love it 
28962	fun	heading back home with a win
28963	fun	 it really made my night  infact it made my weekend well done 
28964	neutral	 yes that does sound like a distinct advantage  fortunately i enjoy being female 
28967	sadness	at tempe marketplace waiting to see star trek 
28971	fun	 do i discern a request for hulu support excellent idea
28973	fun	watching shark boy and lava girl on disney channel  hanging out with sarah jane micah amp rachel
28975	fun	 oh girl get that baby going to bed at 7pm
28976	worry	 ooops again the reply button is the right of the msg now ill stop spamming
28977	worry	 this is very true about  but you do have to admit it was pretty funny im bout to go you tube it  lol
28978	fun	 dont panic hehe it will be fine  email it to me
28980	surprise	 looking forward to it  were sitting at the bar 
28981	fun	whew  finally home after putting in some hours in the lab  watching catch me if you can and eating cheese and grapes  good night
28983	fun	 thanks so much i will be back on tour soon  two new books in the pipeline
28986	sadness	we did what we had to do
28988	neutral	chillin tonight at least for now
28989	neutral	got into the show early  jacksons chillen  lil shorty
28990	fun	 ive been wanting it for 2 years lol that and a hd camcorder
28991	fun	 we do its been to long i think i have next weekend open  when are you going to have the house warming party
28993	fun	 yeah i m so happy for them that they should moved on and out there partying i m so happy
28994	love	 a lovely weekend thank you  whats it like where you live exciting im sure  night night xx
28995	worry	 sometimes   you just have to write it off   and start from the top of your tweet stream   the past has happened
28999	neutral	just back from graduation   two more doctors in the family now
29000	neutral	 left a comment on your blog post
29001	worry	havent been on in awhile   no point anyways
29002	fun	at least i get to watch over time  lets go pens
29005	neutral	 a great song by east clubbers
29006	love	sidebar the moon is so beautiful
29008	worry	 i dont watch  just wish  tvs been off for months i love it  guess i wont win though lol
29010	fun	 oops me and my drunken stupor lol  ima check it out
29014	surprise	home in carlsbad with the whole family for mothers day
29015	fun	 thanks so much alex best wishes for the day to you and yours
29018	love	 that is a good pic  all the guys looked good yesterday tho dont ya think
29019	love	i have a crush on someone
29020	neutral	hey the letter i sent finally came back today ill stuff its contents in with the other letter and send it off to you tomorrow
29023	neutral	 awww  its cool  i ate too much ice cream
29025	neutral	 im both  but more girl than guy 
29026	fun	 i would lime them  or lemon  and deal sounds fabulous to me  text me up when youre back
29028	fun	  yeah i only drank a little bit anyways  it definitely was the show and not the drink
29029	love	we are ready for the new generation oh yeah we are a backstreet fans and we are proud about it
29030	neutral	here its 334  a m  and im at home after a night in a pub
29031	surprise	 o yea awwww how sweet u r good kids
29034	fun	 its cool and thats good
29035	fun	 haha true  thankfully the regular keyboard does the job  most of the time 
29036	fun	 haha live long amp prosper  the movie was better than i thought they did an awesome job im pleased
29038	sadness	 yes ive been told that i have a problem with stuff like that
29041	fun	 lol to see my king
29044	love	 thank you marc jacobs thou  love limited too
29046	love	whats this a night out with  sounds like trouble  the good kind
29047	surprise	at the theatre  seeing star trek for a second time becuase i am that cool
29048	fun	 it depends if you are having fun or not 
29049	fun	 thanks heather glad you like the dish
29052	love	  congratulations on your shirt btw
29053	worry	 i love koda he is sooo cute you guys have that in common
29055	worry	fuck you is all i have to say
29056	fun	happy imma get to see some lovely ladies
29058	sadness	 wow you mom has a lot of energy  im getting tired just reading your tweet and ur living it 
29059	fun	i forgot how much i really needed music until i barely had any for about a week  but i have music now  yay
29060	worry	needs shows before wednesay oh well  come one come all  irvine improv live  gotham showcase 8pm  lots of good comics then me 
29061	neutral	okay so i have an aim account now send me ur sns on there so i can add u thx
29062	worry	 um how long has it been since you slept startin to worry over here  well i hope you are having fun  lots of love to you
29065	fun	 well i guess they think of everything   thanks so much for keeping the fans in the loop
29067	fun	 hey you did you get my present this morning hope u liked it
29069	love	dont worry baby ill eat sum cake for the both of us  ill hit u up wen i get back  bye dont eat too much at home
29070	fun	 you are a dope mom too love you too now stop drinking the mom juice stop twittering and get some rest
29071	neutral	 id rather do the early run but i am a morning runner
29072	worry	  im taking a million songs from your blip fm station thing  sorry
29073	fun	                        it would be better to hear that then read it but its a start
29074	love	 i drink my coronas sans the fruit   perhaps im just lazy 
29075	sadness	trying to figure out what to do tonight  see the game social events w  friends or stay home and play the st out of my drums
29077	love	in bed now  tonight has been really really funny best family ever 
29079	neutral	 btw do not plan anything for next sunday  but do find out times theyre showing wolverine  i will take us to the movies
29080	fun	karaoke at a small town bar  having a wonderful time
29081	fun	oh it is so sunny 
29082	fun	  told you you would sweep haha p
29084	fun	 extremely so im in an incredible mood
29085	love	 thanks mama  i absolutely adore her
29086	fun	on the way to kuya jordans house for an os sleepover  
29088	worry	  if in doubt wash separately   normal concern is something fading onto the white 
29089	fun	happiest girl in the world   best weekend ever and i cant wait for next weekend either  so grateful for all my blessings
29092	fun	 prowse i got a christmas card of him last year   amp i wish i had the money right now  saving for an apartment
29095	fun	 so glad i hope yall make it back down near new orleans
29097	sadness	im my moms company picnic at a lake elsinore storm game  oh the things we do to please moms
29098	fun	 i just read your twitter bio  love it  very clever and cute  im all about smiles 
29099	sadness	 and i still recall how helpful you were way back when as i struggled on an ar contest question 
29101	fun	 maybe   but you start to really like a team after living 12 years in the city   was there for 2 cups   awesome
29102	worry	 you mum sounds so humble  what a sweet thing to ask for
29107	worry	having a long island ice tea
29108	fun	feels great after solving a minor but long term problem with 3ds max just now  maybe i should try animating the avatar after all xd
29109	fun	 omg i get the 50 coupon from them all the time do you im obsessed with their catalog when it comes in the mail
29110	fun	enjoyed seen everyone last night even tho it was a really bad night financially  cant wait to kick it again  the drive ins
29111	worry	 trent wore that shirt at my show
29113	worry	 miss you too kid i sent msg to you on yt
29114	fun	 as if there are any other kind   fkl
29116	love	 had one of the female servers tell her ass looks big in those pants  she will worry all night long lol
29117	love	i just got my neighbour to sign up follow her on   xoxo
29119	love	i  jonas second episode aww nick is so handsome
29121	neutral	 not if im not on the list
29123	fun	 no swearing ben say fudge
29125	love	  thanks for the ff  i think i should start doing these too
29126	fun	 i decided it was best for me to stay in tonight lady  i shall be in pittsburgh soon  farewell
29127	worry	just snuck out my window  now im laying on my roof looking at the stars  its a nice night out tonight 
29128	worry	 but i can still putt 30 yards longer than you can hit your driver
29131	worry	 get well soon god is watching over you
29132	fun	 no im waiting for it to come to dvd  im frugal   you saw it
29135	sadness	 awww  so thats him  nice attempt at hiding from the camera
29138	sadness	off to sleep  on 2 katy perry songs as soundtrack  x
29139	surprise	 ohh yes  ive rented one and thought the same very roomy  but hubby wont go for it   welp congrats on the new baby
29140	fun	just rearranged the living room it looks huge   this is what joe and i do on a saturday night
29141	love	quot youll never have to be alone i love you and thats all i really know quot
29142	surprise	 having a leatherman is a must really for anybody you never know when you might need one amp it gets the job done 
29144	neutral	gonna eat pizza  what are you doing
29145	surprise	off to prom  say hi to me
29147	surprise	for the record john mayer is freaking cool 
29148	love	happy mothers day to all you mums out there
29149	anger	 and with it i can be online even after i have to log off habbo
29150	worry	 sorry my friend   but  is paying the mortgage
29155	worry	 thanks you so much for following me on twitter i hope you find it as exciting as i do looking forward to your tweets
29158	worry	 you drank it on the sly didnt you and thats why youre asking  i know how you are
29159	neutral	 drop me an email or something and ill totally do it
29160	love	 thanks so much im so glad i have a productive loving happy law abiding assisting others son
29161	surprise	 ah i see now  cool dude
29163	fun	 lol i know i was like oh ya tough guy
29167	neutral	 im in belleville at my parents and someone offered me a bus ride to orillia for 10 at the mall  thought of you
29168	fun	headed to the beach with puppy maverick hugs and much aloha
29170	worry	 im doing ok   i have a 15 year old going on 35 that is driving me crazy but that comes with the territory i guess 
29172	neutral	 flipping between the race and the nba playoffs   pulling for dale jr and bron bron 
29173	love	going to see star trek with my babe  im actually excited about this hah
29174	fun	   for reals  its lovely being around someone so refreshingly analog in his interests
29175	worry	 i apparently have crappy typing skills lol sorry
29176	fun	 well well have to organize one for when you can get down cant guarantee no oldies though
29179	surprise	   did you have to bust a cap tell me you had to bust a cap for jesus
29183	love	the mums cake is done  now i need make a good luch and tomorrow will be an amazing mum day
29185	neutral	sweet when are they going to be publicly available
29186	sadness	back then i didnt know why you were misunderstood  so now i see thru ur eyes all that u did was love  mama i love you
29187	neutral	 i was talking about the margarita machine 
29188	fun	on my way to see star trek
29189	surprise	 blow me away it is raining harder here  yay you well done
29190	fun	off to see my lovely mum  then maybe star trek
29195	love	 hes gonna do it for mothers day  ever notice papa looks like squiggy from laverne snd shirley  i love him 
29196	neutral	 jeremy  you made me want sushi 
29197	surprise	 lol so your mum likes a bit of the ol clergy ordained ultra violence
29198	fun	has no idea wtf twitter is about but willing to give it a go  going out for a bit
29199	love	aw tear i feel special to da family   haha thanks girls i love yal
29201	fun	awesome night ahead bad v rat city most of my favorite skaters on one track  fb
29203	fun	just made diy acid wash shorts cant wait to see what they look like
29205	neutral	after a little bit the drink isnt actually so strong anymore
29209	fun	 home friday makes me  too
29211	fun	is closing at 10 instead of 12 yay  just 15 min till i can go home and talk to my lovebug
29213	love	 i know i can barely believe its almost over thanks for the review lovely
29214	neutral	 doing okay  how are you doing
29215	fun	 you guys are moving to la why so far but we shall make a castle before you leave
29217	fun	responding to more questions at thou shall blog i appreciate this community 
29219	fun	not letting anyone get me down  tired of taking on other peoples pain all the time i am a happy person with or without drama  om 
29222	fun	eating nothing drinking water about to watch a movie join me
29224	love	the plays over it was really good
29225	fun	 so ill excuse your love for the cavs and the west even though i dont share it
29226	neutral	 following them all  youre creating a little flock of paddling twitterers 
29227	surprise	not at prom  ha chinese iced chai and some old school pokemon  good night
29229	worry	exhausted after coming home from a swim this morning its more tiring than i remember happy mothers day
29232	fun	thx for the tip   how did you figure that one out
29234	sadness	 the winds nearly blew you out of the outfield 
29237	fun	i am officially a kindergarten cop
29238	love	this is the last time to get it right   hello loves 
29240	neutral	 i knew something was wrong with this guy   now its been confirmed  thanks for the pic
29241	love	 thanks for the reminder tony
29242	fun	 glitter she sings on it
29244	love	relaxing at home loving my mom
29245	worry	thats how you go from series to season  the days of being an elite team are over in dallas  epl derby day tomorrow  tell me what i miss 
29246	worry	now watching kill bill vol  1  i love movies so much 
29248	fun	 it was fun  ate at mas thanks  good luck w ur showing tomorrow 
29251	surprise	  thanks sissy be sure to check ur myspace tonight its gonna be something luv ya
29254	fun	woke up from napping  finally got the sleep i needed
29257	fun	 their is no such thing as transparency only selective opacity 
29258	neutral	ahhhh the calm after the storm   all is quiet  night everyone and happy mothers day to those it applies to
29259	love	in the car on the way home from the mall  i got four new adorable items of clothing that i am really excited about
29260	anger	 you know we dont believe half of what they say
29261	fun	almost dun choreographing the dance
29263	fun	very very interesting night in defiance to say the least  but hey i got guys and dolls for free
29265	fun	 we had bbq chicken pizza last night although it wasnt deep dish   glad to hear you had fun in p r 
29266	neutral	 you remind me so much of a omaha girl that i use to date   i guess it all in the jeans calvin kleins is what she wore 
29267	fun	 lol wat was vibes doin on atlantic amp wheres ur shirt in your twitter pic lol
29268	love	 i got ur back  baby much love to ya
29270	worry	leaving the beach   having a great day with vicente   we needed this time together
29271	fun	went swimming with the fam for over 2 hours were a little toasty
29273	fun	is having a jam session in her room and then seeing star trek again
29274	fun	 have a good time with sun amp dayan there at ny
29278	neutral	 hes a lucky baby  he has a wonderful family  do u know when u could take him at home
29279	fun	guess what mom adopted a kitty today 11 months his name is corky
29280	worry	hmmm  if i skip the grocery store and head to walmart i could potentially leave with so much more 
29281	neutral	gonna go watch jacksons band play and then going to the band after party
29282	love	happy mothers day she liked the poem 
29283	sadness	tomorrow its the final competition
29287	love	 you too  hope your day was good
29288	fun	check it out check it out check it out 
29290	neutral	is playing with windows 7 rc
29293	neutral	going to my brothers wedding in princeton nj next sat  had to buy a navy blue sports coat and gray pants  13 total at goodwill
29297	fun	on my shoot with ron and torey have lots of fun
29301	worry	just found two very moldy and squishy reasons why non cracker based foods arent allowed in the play room  when moms away 
29302	neutral	  no hard feelings i hope  like i say i think we agree with each other 
29304	love	had a little romantic date with suzy in uptown
29306	sadness	 yeah i was kinda bummed but tell them im gonna miss them too i loved your class you guys made student teaching fun 
29307	worry	 i thought it was pretty good im not a die hard trekkie either 
29309	surprise	 yeah ive never seen that but i guess ive never really needed it 
29311	love	thx everyone for all the mothers day tweets and sms
29312	fun	 ahhh im drinking some too and bride wars is really good
29313	neutral	have to eat my veggies today mashed corn and string beans but have steak along on the side
29314	fun	  yeah i saw looks like hard work but i would know  whats upp handsome
29315	fun	chocolate milk and subway  mmm
29316	neutral	 im at the terrance middle by the left side center  i see u
29318	neutral	on my brothers phone using the internet
29319	fun	 loved those books   did you read the host  amazing storyteller 
29321	anger	my goodness another hit another run
29322	love	 thank you i really appreciate that babe
29325	fun	watching miley cyrus on youtube
29326	neutral	this cigarette is so relaxing
29328	neutral	ive never been that close to falling asleep while standing   looking forward to pushing faders tomorrow am
29329	fun	 cant wait to see   i hear you are a pretty hot aro 
29332	neutral	 scooby is yours  because hes different than the rest
29333	fun	  that makes my day so much better its been a rough one  did i mention i love the new photo
29338	love	 lol well rbi is the one that schooled me on the art of djing when i was a teen  i call him my jedi master 
29339	worry	 i really like miller park too  too bad the cubs arent leading hopefully they can get it together soon
29340	neutral	 nope not drunk sometimes i think maybe i should then maybe twitter would make sense ya know
29342	love	at the fashion show supporting my allison
29344	fun	the sun is out here in melbourne happy mothers day to all the mums out there
29345	neutral	 good luck tonight canadas east coast is watching
29346	surprise	at tgc concert  good to see old friends and remember the old times
29347	anger	come on guys tell me how much your theater charges i want to know if mine is fair andor average  me and hubby are having a discussion
29349	fun	 no but i just checked and got it lol  you are ok i went live for a few minutes and everything is fine 
29350	neutral	babysitting my hubby cam cam
29351	neutral	 i see your date is showing you a good time    still want a stripper picture
29352	fun	home from ghosts of girlfriends past with my lovely luddite  not exactly high theatre but a good date movie
29353	neutral	 tell me what you think of pride prejudice and zombies       if youre not all hyped up on sugar
29354	fun	 im glad you liked it   want more
29356	neutral	 are you making fun of the  callin guy
29359	fun	haircut as short as possible even change color  new me
29360	sadness	im causing trouble with my partner in crime 
29362	surprise	     overwhelming lead for strawberry lemonade  my husband voted for banana fosters tho 
29363	love	 were gonna go crazy before you leave
29364	fun	is enjoying family time  hoping to be able to make a graceful exit and enjoy some friend time soon
29366	fun	today is my first mothers day with my little boy  hope youre having a beautiful mothers day too
29367	fun	waiting for the plane at the airport   so exited bout going to tasmania see ya when i get back
29368	sadness	i am sitting at the computer eating grapes  its hailing outside o i miss summer 
29369	fun	 well done happy for ya 
29370	anger	 omg shut up sorry  still venting at that person whos annoying me  its none of you i swear  
29373	fun	 you are too sweet girl my food was soooo good
29374	fun	i always have 2 do xtra cleaning b4 leaving  so now were on da road  on 2 springhill suites then cafe 360 yum
29377	worry	 hah yeah its that bad not gonna lie  o have fun
29379	love	playing my new ds lite    love it
29380	neutral	   hi to one kiwi artist from another kiwi artist
29381	surprise	 aww thats so awesome i can imagine your little one with a head full of curly hair  i adore leigh shes so great
29383	fun	helping devin at his photo studio  im sitting back sipping a green apple martini and watching him assemble everything 
29384	neutral	 its the little thing that links us to england
29385	fun	about to play my first game of apple to apples   wish me luck 
29387	fun	dinner with the parental unit is always grand
29391	fun	at home with her fam  see you in como tomorrow
29392	fun	7 hours and many massages later i can now spend time with my wife and son  its mothers day yall  dont forget to grab a gift or card 
29393	love	bored making a mothers day card
29395	neutral	download backseat goodbyes latest album for free   
29398	fun	 macs food spam   i knew i had to follow you 
29402	fun	 oh lol yes on facebook thats a nice safe environment  like a church basement
29403	worry	 i look forward to your new cd  big fan
29404	worry	   sorry well try to keep it down 
29405	neutral	listening to a del barrio records release  i think cmyk music will have competition over minimal techno in madrid land 
29406	love	 thanks so much we love fanmail  talk to us anytime
29407	fun	 lol well i learned somethin new  thx 
29408	love	 thanks i love a good bargain 
29409	neutral	 there is only one you therefore you are an absolute original  see hanging with artists is good for the soul
29410	worry	yao broken foot so much for that series  denvers next
29411	fun	1 john is an amazing book  just what i needed to brighten my mood 
29415	fun	swimming party at my brothers tonight  i had an awesome time   since when am i a sissy about cold water  who am i    loved today
29416	worry	presentations done project done 1 exam done 3 exams to go i turn 21 this friday
29419	love	happy mothers day to us  for not bein mammas yet and being lucky enough to live our lives a little 1st
29420	fun	caught up on emails for my research project   yay for labels and search in gmail   much easier
29422	worry	 link wont open but i will try it when i have a better connection tomorrow  im curious now
29424	neutral	watching jurassic park   i havent seen this movie in years 
29425	fun	reds win great end to a great day
29426	worry	john are you sure we arent mtb
29428	surprise	catching up on 2 weeks of lost and greys    house is quiet again 
29432	fun	back from a long day of working its good to finally be at home    how is everyone tonight
29434	fun	 yeah ive been there my son is two so we go to only the kid friendly places now congrats on the baby
29436	neutral	now only with windows 7
29437	surprise	  hey how are you you found me
29438	fun	what a beautiful day hangin with the guys graham and josiah  lol waiting for the others  if you wanna stop by come on over  with food
29439	love	finally finished my marketing project only took me 7 hours now just hanging out and relaxing
29442	love	im playing left 4 dead with my friends gilbert and louie  its so fun  happy mothers day to all your moms 
29443	love	i have coffee and a sociology paper to complete  happy mothers day
29445	worry	 after we pissed you off
29446	love	   hey honey  bunny here  big bunny hugs
29448	surprise	 please bring  to your show
29450	anger	 youre a real hooker  im gonna slap you in public 
29451	fun	 we people im just an amateur ark builder no political affiliation  all are welcome
29452	neutral	is finally allowed to go out
29454	neutral	 well i know i am
29457	love	getting reading to head home work on that baby quilt can hardly wait to kiss that bald little grandbaby head  55 days to go 
29462	worry	at green hill with my phi mu girls for spring formal 2009 yeah man do it
29466	love	 hugs im glad you got to spend time with your mom   if your free tonight drop by for some spaghetti
29467	worry	ahhh my mommie got me new sheets for my bed  so comfy
29468	worry	i want to read my book but my conscience is telling me to kill off joe   l berto
29469	fun	 youre welcome its been a wonderful day  how about you stayin outta trouble or should i be ready to crash a party lol
29473	fun	 ill give him a hug when i see him  tell him i say hi
29474	fun	my mom just came home and she finally got me a guitar strap yay
29475	fun	 glad u r back demi youre such a talented authentic and amazing girl  keep doing what you love youre making it brilliant
29476	anger	hot damn im at fucking disneyland
29477	neutral	anybody have special drink requests for my party thursday
29484	neutral	 i was at the outlets too
29485	surprise	 lol have whoopi who are u chuck woolery
29486	fun	 wow  thats looks really good  i wish i had some  was it good
29487	neutral	 yep   working on the post now
29488	worry	 not living just trying to earn the grocery money   i do enjoy eating at least once a day
29490	neutral	happy mothers day to all beautiful mother  may your love shines the world  thank you mum 
29491	neutral	 are you call that winning
29494	fun	 last weekend i had a pretty solid brunch at bar wellington  hard to screw up steak and eggs though
29496	love	 thanks for sending the link 
29497	neutral	  psst new blog up  comments me likey
29498	worry	happy moms day   i havent bought a present for my mom yet  what should i get her
29500	love	oh how i love my family 
29502	love	 hi nic i was so excited to heard that pcd will perform in jakarta  i hope u will visit my town bali as well  love ya 
29504	fun	fashion show is done amp only one slip now cooking amp having a glass of wine or two
29505	fun	happy mothers day to every mommy out there
29506	fun	  its very nice to be able following you on twitter
29512	fun	ahhhhh now if you go away  by  is on  yay my other fav song of theirs
29513	fun	happy to see kurt spin 
29514	fun	  love the comeback i will stay tuned you fellows should follow people on here though  youll in turn get more followers
29517	love	theres nothing like a mamas hug in the world 
29518	fun	 a couple of other guys did similar mods so it may not have been mine that  saw  i think mines the best but im biased
29519	love	i feel like a princess   i love lingerie parties
29520	neutral	 or get up on that michael jackson ish   not a bad look imo
29521	fun	law and order yeah i stay home on sat nite
29523	neutral	 like the name  what kind did you get
29525	fun	 wow i havent watched that movie in ages  it is quite fantastic 
29527	worry	gremlin is asleep after a particularly challenging bedtime  i think its safe 4 me to go to bed what a crazy sat night for me
29528	fun	 cute   time for a twitpic 
29530	neutral	grad present photos on facebook
29531	worry	 got it your in the rundown 
29532	fun	happy mothers day to all the mothers out there
29535	fun	 ahhh yay im getting into it  knockin a lot out 
29538	sadness	sitting outside in the cold by the ocean with a glass of wine 
29540	worry	im kicking it though feeling a little sick alternating talking to friends gaming watching the playoffs and writing an application 
29541	anger	literally had the worst dinner out ever tonite  so tired of mediocre food in the burbs  sigh at least we can get good ice cream
29543	neutral	 i could get away with it  dare me ill go buy it tomorrow
29544	love	  you can have  ice cream ill have  kiss 
29548	neutral	 i want to know when the auditions are mander text or reply please
29550	neutral	my dad is mad cause i hid in my room for his entire dinner party
29551	fun	im going to obu for the night 
29553	neutral	but im talking to the boy first
29556	fun	 welcome aboard my friend  the fans are gonna love ya here
29557	fun	another amazing day  ever since i got a twitter ive been having great days
29558	fun	 of course i do  such an adorable face 
29559	neutral	nothin better then ridin in a car with your sister while blasting th cb and lady gaga so loud you cant hear yourself screamin the lyrics
29562	love	 i want 2 see that movie too  have fun
29565	neutral	 since t will be away  come to tucson
29566	neutral	watching role models  absolutely hilarious
29570	fun	 better safe than sorry  glad everything is okay 
29572	love	yes rays beat the red sox 145
29575	neutral	  i have no idea but all white weird but not bad
29577	fun	 hey its julia  on twitter  dont faint  im trying to get it to send to my phone
29580	fun	okay people my fones charged
29582	worry	 hehe yeah its funny that updating people on the random things you do is so amusing 
29583	fun	 oh yay glad you are there and having fun with the baby 
29584	love	i love metal gear solid 4 and valkyria chronicles 
29585	neutral	im such a nerd  reading my first of many books this summer
29586	love	i love when my hummingbird comes to visit me at the feeder 
29589	love	 hi nick i really like the serie jonas  its awesome see you soon in the concert kisses  marta
29590	fun	 haha nice  thanks for letting me know
29592	fun	 thanks again for coming out to support us  you rock
29593	neutral	 i do show some discretion occasionally
29595	fun	i know exactly where i should be
29599	neutral	chillen trying to figure this thing out gettin drunk
29600	worry	i am chillin w my homies
29602	love	 maureen love to see you here on twitter
29603	fun	 whatsoever do you mean by how i get down lol im always sober
29604	fun	  as long as youre okay 
29606	fun	 awesomeness phillip hasnt completely finished it but if goes up down left and right
29611	anger	 some of yr coworkers hogging the jukebox  union jacks 
